evaluation_slice,task,target,feature_group,model,test_rows,rmse,mae,r2,spearman,f1,precision,recall,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_top_10pct
news_weeks,classification,high_vol_21d,price_keyword,logistic,591,,,,,0.7692307692307693,0.7923497267759563,0.7474226804123711,0.7946786213315522,0.8978550468721598,359.0,38.0,49.0,145.0,0.8333333333333334
all_weeks,classification,high_vol_21d,price_keyword,random_forest,728,,,,,0.7945205479452054,0.7565217391304347,0.8365384615384616,0.746456816038768,0.8973742603550297,464.0,56.0,34.0,174.0,0.7808219178082192
news_weeks,classification,high_vol_21d,price_keyword,random_forest,591,,,,,0.8146341463414634,0.7731481481481481,0.8608247422680413,0.769781234539974,0.8995040120491313,348.0,49.0,27.0,167.0,0.8166666666666667
all_weeks,regression,future_vol_21d,all_news,gradient_boosting,728,0.012713028768178713,0.010004651314562164,-0.931601890828192,0.348603078270364,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,gradient_boosting,591,0.013393609876209722,0.01039620311711188,-1.1529577118315415,0.19334689374050984,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,hist_gradient_boosting,728,0.01101357546334536,0.008657354405421633,-0.44969361487047266,0.336845999552775,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,hist_gradient_boosting,591,0.011406836921225074,0.008759107522801375,-0.5616031458842303,0.24643234174551387,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,random_forest,728,0.011035177988166939,0.009081365141515415,-0.4553861814188267,0.35413312684548304,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,random_forest,591,0.011429937749095627,0.009277758699671868,-0.5679345862501985,0.1902174974596036,,,,,,,,,,
all_weeks,regression,future_vol_21d,all_news,ridge,728,0.013428642427719557,0.010252196910816488,-1.1551811598792532,0.24610968915531906,,,,,,,,,,
news_weeks,regression,future_vol_21d,all_news,ridge,591,0.014236922792354357,0.010714251597107314,-1.4326098983775681,0.18136622168068436,,,,,,,,,,
